0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
18.278337737208744,20.240032550616544,25.034119701900728,39.023775125910845,36.00479539954531,50.42707927378405,118.27154577944653,110.81846529440638,84.30351357357607,45.495238945291675,46.13267001609257,40.35939958019058,47.470682774426656,44.74841133680107,31.580534733037616,31.091861682103737,28.891583070400305,64.80660985887319,51.24342037829742,47.70147297614556,42.70469883865404,40.832749221443585,43.71310034193413,43.380456241314135
14.956377204884667,17.259184705717608,15.957484657528791,18.78995299426562,10.634899087696608,45.44446371001282,90.84775455653244,53.26804732044489,45.24448773641089,47.970139817968885,44.938764858661266,48.17018155716224,61.144724374634386,56.984457260383245,68.74717840451439,82.11374270920064,162.78729933760386,243.7942856416757,288.5897162732771,382.7351174843777,416.9318336859423,389.3520964616624,629.0812355465326,143.43037384205553
15.936999567661049,11.13681617357857,12.566938719935877,12.55360169075102,15.300615321238665,12.173515260901203,15.05337634162729,12.453084586773125,10.169153715623239,8.895220475694066,8.18895990448302,7.855863728336199,7.391839049441954,10.813247792345676,11.431476009334272,13.32094852541532,14.769913394124686,20.781197966759652,12.976600475838264,12.45321713899918,12.506017345172683,10.943582067812853,10.907974275828021,14.122009819312852
18.27806451612903,21.839803617179452,25.214484217802738,29.243377794777206,23.79541559919347,30.05709113473329,55.69476908835145,49.19324232879931,42.83748714092533,41.21698049480427,38.1244539821368,33.971473780635286,37.00131869110579,39.181644950838745,35.08893194313119,27.82339918853278,66.29058817947599,69.9579022413598,60.74815413932104,50.89845814991516,58.1556403453687,42.18228267854317,48.47902461977381,46.14945584564634
16.072988448016073,16.46116285648423,16.757802915732203,17.823598622388708,16.137513566528245,17.562162308785393,37.39179352332519,17.846260024674518,15.94938579389093,7.55498220510772,5.596944440377979,7.547392665077744,7.004805554324365,6.18214236696458,5.564455217055756,4.805287260097754,5.058610212562749,6.901433233303341,6.1699495328688885,6.0476834568650295,5.750288576338732,5.242319111216344,5.217813007980083,4.471142364579442
16.978346289752647,21.5714928459273,23.11613826113889,24.580501423224487,37.025154847122415,42.23620262095711,92.33411638450406,66.22760483955727,55.77117800787932,58.261679627722735,46.84831824685463,40.802204062628455,40.68347220154122,40.97885674385057,46.084137204962474,54.26370364585219,89.98765541073767,117.54825629893973,103.66878099464041,88.4128687143759,103.81812840311683,90.7554530859515,110.68851518063737,99.98223391702359
15.352138939670931,18.65297980304809,19.823253632715154,25.77431692496388,28.31017959672713,33.67976223889833,62.70511093964973,46.40242181285701,30.789599249745745,23.54975504885326,28.92531714149201,18.805548523337617,16.343402781805928,15.159098232399701,14.479892550658226,16.519585869362338,12.676319370113038,19.669911805992605,13.880715627211634,14.659593363610094,13.09615961618539,7.1878257390254,7.230294609258164,6.185214957887174
15.03249075215783,24.316723915213437,19.330358023891357,18.305596659472258,17.685300945005693,26.015738651661884,56.781075309318645,40.81861973276652,36.84491468639741,26.523113589865293,22.42537073726461,28.739532829591734,31.90900967056507,34.097721151307724,21.886219810943405,18.585692204852084,15.838214282643436,20.914367251062508,9.51153067368386,7.1200849600196445,9.854651840983633,9.658279752725138,3.2438189547865575,3.1704394355976167
22.15139399372479,11.9910779658618,13.193769064881774,12.735684575875386,13.905821566711744,13.730817308527882,24.681284563983958,23.22545592735853,10.42858720257996,9.904549229916762,9.002647622631331,8.07072139039668,7.115617627455835,6.548489003268985,4.642329503393048,4.83370329589025,5.562167018484403,6.428776264535668,5.632153598617426,4.903202329158309,4.32288777123111,3.4116305535489007,3.631946780476199,3.682091229608003
16.069790419161677,15.466003902847229,9.78854771725837,9.891994736783582,9.87031898372163,10.704802239768886,23.319466899917593,21.75195593633603,20.34041169020368,12.880584409212577,11.706691014841992,10.02155840553366,12.338334399351236,16.70288958377637,15.573320926452876,17.887342803397484,17.251235874995444,20.443404622470478,20.187588553645387,18.255707018702047,16.379922435198942,13.646620246924861,13.130291433266647,12.361780913563033
16.11161965423112,16.664146189418812,18.85594843434212,18.131251493911293,19.83791141607053,25.470139062051526,46.00731504225664,40.98083687075712,36.87134833975683,44.41199152190834,23.623506267636575,15.492976879058581,14.521379980256677,17.176591275804693,5.056888360749707,6.135739731813173,7.340976805691015,10.623774739955442,7.323158253250051,6.226008302983497,6.989655441571503,6.58591307295687,5.32362197631592,4.1054661550209905
14.85691553761891,14.500159504763424,9.590885274650264,61.60736011970111,39.942570016546796,52.01124487707526,69.99532814685763,51.11053301546202,39.37837502686845,27.69461438071345,36.39602397189384,37.05373460201091,44.74056405710843,52.338403894439416,40.03804004702934,43.946191517581084,46.9839239761697,62.40064010486698,25.03429374964973,18.476049515924554,17.83043317507884,38.56876014615347,24.30875227974531,31.276085429967072
7.410731136021416,8.961904594617662,9.072597374440132,11.181503124138118,12.993061550156192,16.40174474451974,19.287298685840682,14.101258270049055,11.987164212717639,10.503034908995545,10.823285145069342,21.705444963958275,20.22575928697727,18.651125084536744,15.897639379507767,16.738309365428158,31.770642566091173,39.51099107050625,39.2462822529295,52.40103749821393,54.7537587674268,46.99350463340373,50.190354305045965,44.01530085966079
15.980238095238096,16.262504186229766,24.56258563925563,20.108102375176955,18.15370228651965,9.581680112516421,21.213260058002486,18.4332618329026,6.04401419943866,3.7672271457496858,3.485263404806814,3.36895175857608,3.396209195627279,3.394587872271254,2.9911365163709074,2.773590118383425,3.1010130633789443,4.273001486644635,4.633356284587169,4.042425738317789,0.9518665373337305,0.8563416004956312,0.718532092073735,0.7255247213191892
13.835419485791611,15.730014842839152,15.895421860782392,9.752778640089844,8.054067827663687,10.65087929147339,10.650620655711961,8.54894096193531,7.0907221006531245,5.4571061139319665,6.435289419148838,5.855743369377835,5.604146829425656,20.525024471779933,19.96227698269402,24.56386609163558,65.15712587371749,81.11457413427286,80.80925043973143,74.19042043418827,81.4461625267483,62.60665111109016,40.25362560591645,38.93239521207794
11.244083182640145,9.887867612293146,73.95732168595877,335.3337061084488,321.2204912022361,556.8393337319562,1213.242474054613,1615.275927763011,1180.6633459488644,848.2727411211764,942.5836792453329,762.7232464495505,501.605893038708,458.1306575647676,404.1311408329205,385.0210580552759,450.1001324040187,649.6843890430426,605.3991728317922,540.0000656519314,399.38513849396793,356.9057997846258,595.2684714755159,573.7518647156548
16.45626546681665,16.54380020240961,17.618972580096116,48.37159836327177,32.85852989231095,39.21822025898296,81.06694496976968,45.82494703040559,41.37132556509003,8.101202179286974,6.440338973979372,5.3158759118514345,5.662514839418942,5.165190731796631,4.765785529023752,4.089362837666944,4.500537790116604,6.3685325104374675,5.117137021550365,4.672770163698741,4.410380272369805,3.7867721236426686,3.151743386850381,2.65286479735431
15.760637681159421,13.299591340132404,11.331488409705612,11.105238218890518,12.026311006016511,13.026443062066763,23.699590691221797,16.407679712915908,10.450892806529547,6.980272469650215,5.772947409883834,6.283638238035542,5.829399329261889,5.8815028233574695,4.939727104321943,5.837114103195047,4.770379772820124,6.355373230380577,4.6840060308868745,3.4924931604899,3.8644054054676524,2.2789335492711924,2.0627551094583145,1.5843508257682044
